temperature,rainfall,soil_moisture,soil_humidity,ndvi,historical_rainfall,historical_temperature,days_since_planting,soil_type,current_crop,label
14.78,41.41,0.268,0.232,0.469,58.96,14.89,11,loam,sorgho,1
21.85,32.68,0.285,0.383,0.374,39.92,22.55,71,argileux,arachide,1
33.04,9.54,0.391,0.377,0.464,13.34,29.54,64,argileux,mil,1
30.86,17.06,0.257,0.242,0.359,94.65,29.36,1,argileux,mil,4
29.54,31.94,0.463,0.382,0.611,36.02,29.33,27,loam,coton,1
26.17,22.51,0.288,0.132,0.416,31.05,26.33,1,argileux,mil,1
33.84,65.99,0.212,0.081,0.432,96.45,32.89,77,loam,sorgho,1
14.98,14.80,0.204,0.303,0.402,0.00,15.09,66,argileux,mil,1
21.49,1.14,0.079,0.133,0.174,46.34,25.57,24,sableux,riz,0
20.33,3.62,0.147,0.164,0.213,19.93,22.90,9,loam,arachide,0
31.94,17.56,0.504,0.434,0.554,51.35,29.91,56,sableux,sorgho,1
21.90,2.18,0.347,0.344,0.357,22.26,19.98,105,argileux,riz,1
19.36,43.19,0.441,0.388,0.509,94.15,20.47,115,loam,maïs,1
29.64,0.23,0.629,0.481,0.561,8.38,31.76,84,sableux,arachide,3
31.68,0.28,0.139,0.018,0.244,23.37,34.62,43,sableux,coton,0
21.83,1.51,0.509,0.576,0.483,18.70,21.96,91,sableux,arachide,3
21.97,2.55,0.272,0.208,0.380,13.66,20.61,105,argileux,sorgho,1
21.59,24.26,0.387,0.396,0.444,80.73,21.50,54,loam,coton,1
31.30,29.09,0.219,0.155,0.341,45.30,31.91,35,argileux,sorgho,0
32.02,36.35,0.172,0.010,0.352,92.30,29.81,50,argileux,riz,1
30.33,13.49,0.236,0.180,0.428,45.57,28.21,105,argileux,sorgho,1
33.97,3.83,0.554,0.612,0.558,0.00,32.84,50,argileux,riz,1
29.34,57.27,0.186,0.223,0.330,40.34,27.69,16,loam,riz,1
24.78,8.54,0.137,0.169,0.365,32.36,24.70,66,loam,coton,1
24.26,10.48,0.293,0.290,0.444,14.58,27.16,33,argileux,maïs,1
20.96,12.31,0.544,0.528,0.577,0.00,24.54,101,argileux,maïs,3
30.99,200.07,0.176,0.028,0.572,245.93,31.27,19,loam,sorgho,1
21.68,11.14,0.185,0.146,0.377,25.94,19.46,70,argileux,riz,1
19.40,18.33,0.133,0.172,0.241,75.86,22.30,57,sableux,riz,1
18.38,28.90,0.167,0.190,0.376,30.52,19.10,69,loam,arachide,1
27.50,23.65,0.351,0.303,0.537,74.86,25.07,104,argileux,mil,1
23.98,39.23,0.298,0.267,0.468,85.29,26.70,49,loam,maïs,1
22.03,5.09,0.528,0.592,0.514,29.65,20.52,72,loam,arachide,1
31.99,10.40,0.162,0.148,0.346,0.00,35.44,94,sableux,maïs,0
31.42,12.21,0.204,0.209,0.433,14.57,32.04,75,loam,maïs,1
23.94,16.25,0.399,0.478,0.452,22.85,20.70,70,loam,arachide,1
34.70,81.99,0.336,0.500,0.552,95.29,34.83,20,argileux,maïs,1
31.87,16.69,0.067,0.010,0.262,10.89,35.27,73,argileux,coton,0
9.53,6.24,0.126,0.231,0.281,24.58,10.00,9,loam,maïs,0
26.12,4.36,0.222,0.195,0.250,15.79,28.92,28,sableux,sorgho,0
26.17,22.75,0.293,0.253,0.432,18.10,29.19,35,loam,coton,1
29.61,7.34,0.150,0.133,0.307,64.70,28.39,118,loam,sorgho,1
31.68,12.41,0.199,0.090,0.370,55.96,31.60,104,sableux,maïs,1
30.03,166.59,0.354,0.426,0.612,173.19,25.68,74,argileux,arachide,1
20.66,13.43,0.261,0.300,0.423,41.83,20.62,104,loam,maïs,1
28.80,17.07,0.548,0.550,0.575,50.33,30.29,35,sableux,mil,1
28.85,15.94,0.352,0.485,0.395,24.11,27.40,101,argileux,mil,1
19.43,13.27,0.266,0.233,0.337,38.26,18.71,45,loam,riz,0
23.36,50.91,0.084,0.125,0.356,52.90,23.96,95,sableux,maïs,1
28.09,6.03,0.362,0.378,0.436,0.00,27.29,113,argileux,sorgho,1
34.56,97.53,0.263,0.195,0.458,113.50,39.02,40,sableux,sorgho,1
26.79,3.84,0.465,0.526,0.411,6.95,28.23,47,loam,sorgho,1
35.51,34.47,0.254,0.294,0.291,42.20,37.14,74,sableux,maïs,0
24.63,42.76,0.172,0.112,0.374,47.22,21.84,37,argileux,coton,1
29.37,124.09,0.554,0.662,0.645,118.30,35.03,29,argileux,coton,1
38.59,1.71,0.456,0.379,0.464,50.09,38.89,101,loam,sorgho,1
28.92,9.57,0.170,0.134,0.319,17.30,28.69,28,sableux,coton,1
24.61,16.45,0.154,0.038,0.312,55.71,24.12,23,loam,coton,1
31.74,51.30,0.559,0.587,0.628,74.82,29.78,101,sableux,sorgho,3
19.53,51.33,0.340,0.276,0.437,50.38,19.31,42,sableux,sorgho,1
19.99,23.33,0.336,0.309,0.415,20.61,21.69,10,argileux,arachide,1
33.11,29.66,0.432,0.509,0.576,82.42,31.93,87,sableux,riz,1
22.84,42.51,0.320,0.407,0.468,52.35,23.31,9,loam,riz,1
19.58,15.33,0.183,0.106,0.319,56.18,18.84,73,sableux,coton,1
16.60,4.19,0.461,0.455,0.566,24.12,16.14,20,argileux,riz,1
16.48,3.27,0.064,0.111,0.188,25.34,16.57,104,argileux,riz,0
18.18,13.00,0.550,0.554,0.505,51.81,17.46,45,sableux,sorgho,1
22.97,14.97,0.256,0.267,0.345,30.02,23.05,47,argileux,mil,0
34.51,14.08,0.245,0.354,0.310,52.57,30.59,63,sableux,coton,1
26.78,47.84,0.137,0.059,0.300,80.69,26.07,4,argileux,maïs,1
21.69,17.11,0.422,0.553,0.420,22.61,21.13,24,loam,riz,1
13.88,27.25,0.265,0.210,0.342,12.33,15.36,91,sableux,coton,0
28.63,9.26,0.058,0.113,0.249,16.82,30.34,46,sableux,coton,0
23.76,33.80,0.257,0.252,0.352,78.45,22.81,83,loam,sorgho,1
13.31,50.26,0.448,0.430,0.488,73.47,14.92,18,sableux,mil,1
19.90,45.25,0.072,0.296,0.228,52.68,19.40,60,sableux,coton,4
21.77,5.50,0.302,0.203,0.424,49.44,21.76,29,sableux,sorgho,1
30.83,9.79,0.553,0.589,0.559,21.71,30.86,79,argileux,sorgho,1
31.52,33.80,0.152,0.138,0.407,68.54,30.01,29,sableux,maïs,1
27.67,26.13,0.354,0.194,0.358,24.47,24.98,52,loam,arachide,1
36.44,9.47,0.309,0.270,0.360,0.00,38.14,39,argileux,arachide,1
25.76,43.51,0.427,0.385,0.502,76.25,23.31,65,loam,maïs,1
21.99,41.49,0.307,0.259,0.514,0.71,19.78,6,loam,mil,1
21.31,14.00,0.047,0.056,0.176,0.00,24.23,66,sableux,maïs,0
20.79,8.64,0.380,0.393,0.441,0.00,16.82,41,argileux,arachide,1
38.68,15.38,0.124,0.159,0.274,60.24,39.61,58,argileux,maïs,1
21.87,69.41,0.475,0.680,0.508,80.08,22.57,68,sableux,arachide,1
22.60,8.99,0.348,0.377,0.439,45.74,20.84,33,loam,sorgho,1
31.28,12.75,0.483,0.538,0.503,7.25,31.36,42,argileux,sorgho,1
33.18,11.61,0.203,0.256,0.338,29.53,36.25,85,loam,sorgho,1
23.52,48.46,0.061,0.249,0.308,75.96,25.36,45,loam,riz,1
17.25,6.21,0.361,0.410,0.436,22.59,20.69,71,argileux,sorgho,1
26.20,64.35,0.548,0.523,0.566,97.17,24.41,39,sableux,maïs,1
19.91,30.29,0.219,0.286,0.360,55.57,21.55,96,loam,coton,1
22.65,234.83,0.028,0.010,0.502,267.57,26.09,36,argileux,coton,2
24.78,17.42,0.191,0.168,0.392,31.67,29.47,116,loam,sorgho,1
34.27,7.72,0.572,0.606,0.610,20.98,35.57,48,sableux,arachide,1
19.40,1.85,0.146,0.050,0.307,8.45,19.90,71,sableux,riz,0
24.35,1.52,0.413,0.433,0.454,30.26,23.89,105,loam,sorgho,1
20.17,71.52,0.673,0.659,0.673,72.57,20.40,109,loam,sorgho,3
21.32,0.30,0.463,0.394,0.490,59.03,23.08,12,argileux,mil,1
18.16,112.34,0.401,0.436,0.644,128.09,17.99,117,argileux,maïs,1
16.83,14.51,0.395,0.412,0.515,39.17,16.03,38,sableux,arachide,1
33.07,3.02,0.430,0.433,0.467,25.78,29.01,118,argileux,maïs,1
19.74,25.90,0.248,0.225,0.320,27.09,19.65,14,sableux,sorgho,0
12.68,74.37,0.233,0.254,0.362,94.38,15.89,12,argileux,sorgho,1
26.52,1.68,0.430,0.337,0.623,0.00,28.73,107,loam,riz,1
33.34,53.73,0.297,0.312,0.427,94.72,35.64,55,argileux,maïs,1
19.59,15.77,0.509,0.370,0.410,9.60,23.19,62,argileux,arachide,1
42.83,2.06,0.212,0.104,0.383,0.00,40.00,20,sableux,coton,1
31.75,13.97,0.525,0.586,0.555,18.61,34.31,80,loam,maïs,1
23.17,12.59,0.271,0.207,0.337,16.60,23.24,66,sableux,mil,0
29.22,17.32,0.116,0.010,0.223,46.93,32.62,12,sableux,mil,0
24.88,63.50,0.084,0.137,0.295,77.44,26.48,96,loam,riz,1
15.99,26.38,0.400,0.301,0.469,40.29,15.02,95,sableux,arachide,1
31.20,31.84,0.059,0.010,0.244,34.76,29.77,50,loam,coton,0
32.28,7.72,0.091,0.098,0.295,11.52,31.36,76,loam,coton,0
14.98,16.06,0.311,0.370,0.429,43.44,11.63,75,argileux,mil,1
17.56,31.47,0.154,0.171,0.276,47.01,14.74,74,loam,riz,0
32.87,1.47,0.517,0.510,0.498,8.19,36.07,2,loam,mil,1
17.74,2.89,0.204,0.184,0.368,36.82,14.66,52,loam,maïs,1
21.06,78.98,0.319,0.234,0.421,158.91,23.20,107,sableux,coton,1
31.79,9.20,0.445,0.477,0.429,24.41,35.53,88,argileux,riz,1
20.29,46.43,0.370,0.297,0.362,65.51,15.93,94,argileux,coton,1
21.68,61.35,0.309,0.214,0.492,110.34,21.66,8,loam,arachide,1
24.43,23.64,0.338,0.407,0.492,40.44,21.32,48,loam,maïs,1
37.11,18.32,0.194,0.203,0.326,51.36,34.53,117,loam,maïs,1
30.85,12.31,0.307,0.384,0.472,7.78,30.45,51,argileux,riz,1
24.08,6.31,0.115,0.234,0.301,38.20,25.97,53,loam,coton,0
27.93,40.65,0.166,0.288,0.387,63.86,26.18,43,argileux,riz,1
24.58,10.29,0.366,0.421,0.479,0.00,22.92,84,argileux,coton,1
13.91,1.55,0.345,0.337,0.466,21.08,17.71,94,argileux,maïs,1
33.88,82.28,0.424,0.361,0.657,81.90,32.85,18,argileux,coton,1
34.82,2.66,0.274,0.489,0.495,3.88,35.62,115,loam,mil,1
20.88,5.94,0.306,0.268,0.382,17.37,21.19,42,argileux,riz,1
29.98,7.88,0.139,0.173,0.197,0.00,29.47,78,argileux,mil,0
32.06,36.54,0.427,0.268,0.506,21.93,31.64,109,loam,riz,1
32.58,9.26,0.314,0.276,0.398,39.72,31.29,116,loam,sorgho,1
24.82,39.46,0.304,0.285,0.370,53.69,25.92,23,sableux,coton,1
20.26,3.22,0.315,0.257,0.435,0.00,22.14,98,argileux,riz,1
28.12,8.65,0.140,0.164,0.347,21.33,29.51,15,loam,arachide,0
23.48,18.98,0.497,0.440,0.489,1.33,24.02,73,loam,arachide,1
23.39,2.49,0.162,0.156,0.358,6.46,25.63,57,sableux,riz,0
21.57,9.83,0.461,0.408,0.510,34.76,23.98,75,sableux,sorgho,1
32.98,1.45,0.173,0.015,0.274,31.37,32.72,40,loam,riz,0
30.01,48.31,0.152,0.211,0.324,64.26,25.00,31,loam,riz,4
22.25,1.66,0.222,0.118,0.300,28.89,21.93,113,sableux,arachide,0
18.53,24.80,0.141,0.119,0.318,8.15,18.60,43,argileux,maïs,0
27.95,8.45,0.225,0.094,0.370,8.33,28.77,73,sableux,arachide,1
28.37,19.21,0.058,0.104,0.172,42.85,26.52,105,sableux,maïs,0
24.02,39.27,0.193,0.125,0.264,105.13,23.22,114,loam,mil,1
15.96,38.12,0.026,0.017,0.259,64.33,14.20,37,sableux,sorgho,1
30.05,25.64,0.371,0.546,0.514,79.31,31.47,100,loam,maïs,1
39.00,73.04,0.612,0.503,0.578,89.82,37.92,115,sableux,mil,3
27.32,28.02,0.260,0.280,0.504,37.50,31.18,96,loam,arachide,1
20.63,51.45,0.329,0.461,0.508,43.72,24.60,95,argileux,maïs,1
13.55,33.46,0.271,0.195,0.337,22.28,10.00,8,loam,arachide,0
20.56,103.72,0.498,0.487,0.620,138.61,20.47,81,sableux,riz,1
20.19,15.40,0.279,0.422,0.365,38.27,21.10,33,argileux,arachide,1
17.14,15.88,0.079,0.010,0.280,36.71,20.75,106,argileux,riz,0
31.36,7.09,0.183,0.165,0.328,11.34,32.55,20,loam,maïs,0
27.59,7.87,0.205,0.118,0.310,0.00,29.44,61,loam,mil,0
15.93,0.06,0.171,0.074,0.299,44.74,17.53,48,argileux,maïs,2
24.94,3.21,0.419,0.513,0.429,20.90,32.17,118,sableux,maïs,1
25.47,16.95,0.249,0.084,0.363,47.95,29.81,40,loam,maïs,1
19.02,20.51,0.188,0.126,0.353,38.42,14.66,47,loam,riz,1
19.02,14.98,0.169,0.102,0.300,32.09,16.35,23,sableux,mil,0
29.33,25.37,0.154,0.068,0.425,12.90,29.85,78,argileux,mil,1
25.24,33.34,0.222,0.276,0.392,77.78,23.23,109,loam,mil,1
20.52,1.72,0.296,0.271,0.304,24.96,23.97,95,sableux,mil,0
24.75,4.54,0.367,0.341,0.486,27.66,25.01,112,sableux,arachide,4
20.67,8.56,0.529,0.534,0.504,23.58,18.35,3,sableux,sorgho,2
19.41,121.78,0.529,0.454,0.762,91.31,23.02,30,loam,coton,1
32.28,9.61,0.168,0.129,0.223,48.17,32.95,62,argileux,sorgho,2
32.67,13.15,0.231,0.258,0.441,29.28,33.36,98,argileux,sorgho,1
31.50,36.34,0.131,0.085,0.315,49.43,33.48,101,loam,arachide,0
25.34,38.86,0.251,0.300,0.355,47.85,24.95,19,argileux,maïs,1
21.19,14.42,0.076,0.178,0.231,0.00,22.87,48,argileux,riz,0
17.56,5.26,0.212,0.252,0.268,47.75,16.82,28,sableux,mil,0
29.37,15.09,0.301,0.283,0.381,76.34,30.13,71,loam,riz,1
27.70,2.88,0.440,0.545,0.482,18.36,26.78,100,argileux,maïs,1
17.84,16.63,0.506,0.601,0.562,44.61,18.45,40,argileux,mil,1
23.03,10.76,0.252,0.204,0.411,29.62,19.82,90,loam,riz,1
12.85,9.28,0.363,0.312,0.554,18.85,15.29,3,sableux,riz,1
15.23,10.48,0.147,0.146,0.302,6.67,17.19,82,argileux,maïs,0
27.19,10.36,0.801,0.638,0.778,0.00,27.84,103,sableux,arachide,3
29.72,13.72,0.128,0.271,0.336,27.73,30.33,29,argileux,arachide,0
30.40,32.48,0.092,0.144,0.265,59.37,31.83,58,argileux,sorgho,1
28.24,13.79,0.355,0.455,0.464,51.79,30.40,117,argileux,riz,1
24.96,20.19,0.265,0.102,0.323,42.13,25.23,78,loam,arachide,0
23.33,12.27,0.385,0.465,0.427,49.07,23.24,35,argileux,arachide,1
27.71,9.66,0.519,0.458,0.406,32.05,26.94,56,loam,sorgho,1
36.01,74.80,0.158,0.143,0.415,116.81,36.54,72,sableux,coton,1
28.68,7.10,0.363,0.464,0.396,0.17,28.54,118,loam,coton,1
25.84,15.60,0.183,0.272,0.304,19.36,25.41,79,argileux,mil,0
36.83,5.15,0.177,0.163,0.265,0.00,33.74,85,argileux,mil,0
34.50,8.05,0.373,0.417,0.480,21.17,34.77,85,sableux,coton,1
28.72,67.56,0.214,0.233,0.431,119.05,30.25,42,sableux,sorgho,1
26.18,95.12,0.100,0.062,0.393,105.29,26.86,114,sableux,riz,1
14.37,2.18,0.097,0.152,0.277,22.30,12.66,32,argileux,sorgho,2
20.30,23.00,0.358,0.264,0.375,45.27,20.48,110,sableux,coton,1
23.58,59.46,0.124,0.010,0.340,72.53,21.45,63,loam,sorgho,1
15.13,5.59,0.071,0.116,0.229,0.00,20.70,104,loam,sorgho,0
30.17,4.10,0.446,0.359,0.520,4.61,30.72,0,argileux,mil,2
30.33,25.40,0.570,0.564,0.552,50.06,29.73,96,argileux,arachide,3
17.25,29.49,0.166,0.160,0.395,65.72,17.23,19,argileux,maïs,1
19.01,25.41,0.305,0.162,0.408,33.09,19.27,7,argileux,arachide,1
26.62,12.36,0.174,0.203,0.254,0.00,22.80,33,argileux,coton,2
20.77,10.74,0.167,0.327,0.303,29.58,23.00,77,loam,riz,0
19.18,32.93,0.515,0.561,0.487,85.06,19.78,17,argileux,maïs,1
24.53,12.48,0.447,0.347,0.460,62.45,24.04,108,argileux,mil,1
34.11,2.82,0.363,0.235,0.388,3.69,36.84,36,argileux,arachide,1
26.86,134.61,0.211,0.245,0.412,167.76,26.41,84,argileux,mil,1
30.99,6.06,0.389,0.307,0.338,4.87,30.99,43,argileux,maïs,0
29.43,3.98,0.305,0.372,0.399,46.19,28.62,47,sableux,sorgho,1
17.21,10.27,0.350,0.304,0.358,0.00,18.14,10,sableux,mil,1
24.49,19.05,0.301,0.262,0.421,68.51,27.13,1,sableux,mil,1
17.15,31.25,0.346,0.459,0.394,48.67,17.69,32,loam,maïs,1
22.57,11.22,0.403,0.315,0.503,47.12,19.31,66,sableux,maïs,1
22.92,49.03,0.133,0.144,0.390,54.87,21.86,12,sableux,coton,1
24.67,1.13,0.496,0.365,0.448,47.79,27.47,103,argileux,sorgho,1
38.04,59.47,0.715,0.714,0.776,84.50,36.52,54,argileux,mil,1
18.63,3.65,0.404,0.461,0.363,0.00,19.41,50,sableux,sorgho,1
25.61,7.55,0.100,0.039,0.282,14.91,19.32,106,sableux,riz,0
14.48,27.46,0.142,0.133,0.342,65.71,12.90,62,sableux,coton,1
19.51,99.00,0.369,0.401,0.498,151.32,16.52,17,sableux,sorgho,1
30.58,17.69,0.152,0.235,0.318,26.79,31.72,112,argileux,mil,0
24.96,61.53,0.237,0.196,0.419,99.81,26.84,58,argileux,maïs,1
15.68,25.20,0.555,0.665,0.492,22.53,13.74,27,sableux,mil,1
28.20,61.99,0.702,0.683,0.693,80.73,27.85,70,loam,coton,1
24.22,52.62,0.361,0.351,0.497,53.56,20.82,73,loam,sorgho,1
31.23,0.86,0.446,0.467,0.437,35.18,30.83,49,argileux,riz,1
19.11,2.32,0.325,0.338,0.355,45.44,22.60,115,sableux,maïs,1
28.02,26.68,0.334,0.340,0.423,20.08,27.24,114,argileux,mil,1
36.41,9.59,0.424,0.364,0.389,33.53,40.00,78,sableux,maïs,1
16.81,9.05,0.419,0.335,0.528,21.74,18.48,113,argileux,sorgho,1
28.12,20.22,0.245,0.263,0.420,29.72,24.89,120,loam,riz,1
29.26,62.45,0.567,0.426,0.632,75.43,29.85,65,sableux,coton,1
30.74,25.25,0.296,0.431,0.440,68.55,29.93,116,argileux,maïs,1
26.66,11.40,0.146,0.216,0.203,9.42,27.28,88,argileux,arachide,0
19.05,1.01,0.510,0.461,0.535,6.44,17.72,12,sableux,sorgho,1
17.22,1.49,0.268,0.299,0.291,40.73,17.85,99,argileux,arachide,0
34.43,70.00,0.189,0.261,0.494,89.03,34.09,77,argileux,arachide,1
19.49,15.22,0.171,0.134,0.339,44.13,17.83,79,loam,arachide,0
30.64,12.56,0.128,0.194,0.257,47.06,29.77,100,sableux,mil,0
23.77,87.81,0.261,0.360,0.490,95.92,26.52,97,loam,maïs,1
26.08,55.01,0.054,0.047,0.241,54.30,28.74,77,loam,riz,1
31.79,3.57,0.307,0.321,0.414,6.58,30.25,76,loam,sorgho,1
24.99,74.14,0.218,0.123,0.386,66.58,23.29,90,sableux,riz,3
29.12,34.04,0.157,0.304,0.412,85.26,31.08,10,loam,coton,1
15.77,5.33,0.547,0.684,0.519,47.33,16.03,56,loam,sorgho,1
21.10,10.88,0.085,0.021,0.341,0.00,25.95,41,argileux,mil,0
36.30,21.41,0.440,0.458,0.463,34.18,36.73,34,argileux,riz,1
26.15,4.64,0.309,0.187,0.422,25.27,22.64,54,loam,sorgho,1
22.75,20.57,0.426,0.410,0.502,36.27,24.62,58,argileux,arachide,1
34.08,7.33,0.315,0.440,0.381,38.26,37.36,40,loam,coton,1
24.19,65.73,0.067,0.086,0.326,110.72,22.07,96,loam,coton,1
18.88,70.32,0.235,0.298,0.419,120.17,23.72,18,sableux,maïs,1
23.60,38.29,0.080,0.178,0.323,46.37,20.39,34,argileux,maïs,0
22.67,38.98,0.402,0.420,0.564,3.91,21.09,46,argileux,coton,1
13.36,45.46,0.099,0.163,0.274,49.63,14.03,5,sableux,coton,0
20.59,35.02,0.216,0.231,0.362,69.49,20.31,75,argileux,arachide,1
18.59,2.81,0.283,0.349,0.292,0.00,16.19,102,loam,coton,0
30.50,26.42,0.182,0.206,0.362,48.71,32.70,26,sableux,maïs,1
21.73,11.77,0.484,0.572,0.537,34.42,19.32,108,argileux,arachide,1
24.36,11.35,0.162,0.193,0.316,31.90,22.80,87,sableux,coton,0
16.44,8.18,0.120,0.171,0.274,83.44,17.93,10,argileux,riz,1
18.52,25.02,0.308,0.409,0.394,40.79,17.89,28,loam,maïs,1
25.43,12.02,0.190,0.252,0.350,38.11,24.61,62,argileux,sorgho,1
26.98,30.55,0.017,0.131,0.338,23.57,26.24,29,argileux,maïs,0
15.63,26.72,0.181,0.159,0.330,59.11,16.20,111,loam,coton,1
17.63,0.95,0.166,0.121,0.342,0.00,18.19,116,loam,mil,0
10.08,192.74,0.474,0.546,0.687,238.18,10.00,79,loam,arachide,1
29.21,16.95,0.110,0.090,0.232,14.57,31.49,55,loam,mil,0
25.84,8.58,0.241,0.255,0.361,24.61,25.71,24,loam,maïs,1
19.12,33.97,0.349,0.260,0.499,56.28,21.52,108,argileux,mil,1
26.48,2.89,0.168,0.120,0.353,19.11,30.59,79,loam,maïs,2
21.64,104.29,0.241,0.223,0.392,137.07,28.19,13,argileux,arachide,4
24.83,1.00,0.125,0.153,0.144,27.82,25.00,48,loam,arachide,0
37.99,1.20,0.588,0.581,0.605,17.26,40.00,19,sableux,coton,3
25.57,19.01,0.465,0.363,0.592,42.56,25.20,72,sableux,arachide,1
13.59,24.79,0.082,0.017,0.318,34.51,12.42,22,loam,maïs,0
26.09,26.19,0.148,0.119,0.214,32.60,28.33,45,argileux,mil,0
32.33,28.22,0.527,0.508,0.520,0.00,31.26,24,loam,maïs,1
27.98,23.74,0.294,0.294,0.428,41.97,26.67,49,sableux,mil,1
39.12,32.32,0.340,0.497,0.453,48.41,40.00,20,sableux,maïs,3
15.98,14.48,0.377,0.400,0.407,47.53,15.43,82,argileux,maïs,1
32.46,13.63,0.056,0.010,0.168,73.01,36.05,102,loam,arachide,1
17.15,4.53,0.361,0.279,0.414,19.48,13.81,86,loam,arachide,1
22.56,5.92,0.517,0.419,0.453,60.26,22.06,89,sableux,sorgho,3
30.42,7.80,0.303,0.199,0.387,20.97,29.90,75,argileux,coton,1
22.78,18.14,0.135,0.157,0.342,9.90,22.39,49,sableux,riz,3
25.27,102.39,0.547,0.694,0.719,151.21,27.33,97,argileux,sorgho,3
19.52,7.70,0.195,0.218,0.315,9.04,20.98,46,argileux,sorgho,0
23.73,28.57,0.506,0.512,0.639,53.73,24.12,28,argileux,maïs,1
25.10,216.40,0.300,0.443,0.688,224.03,22.64,10,sableux,arachide,1
30.44,21.38,0.360,0.374,0.493,44.64,31.56,42,argileux,arachide,1
27.97,43.09,0.067,0.127,0.230,56.04,28.54,22,sableux,mil,1
24.00,37.66,0.212,0.148,0.431,34.38,21.95,116,argileux,sorgho,1
25.92,21.48,0.403,0.458,0.505,48.07,24.81,33,loam,mil,1
21.57,9.49,0.386,0.418,0.417,15.17,19.52,57,loam,maïs,1
22.55,130.82,0.503,0.407,0.553,158.25,24.78,50,sableux,maïs,1
27.31,19.06,0.410,0.421,0.507,45.06,27.27,11,sableux,sorgho,1
26.92,55.51,0.177,0.081,0.400,79.23,25.28,68,argileux,maïs,1
29.56,32.44,0.251,0.152,0.449,65.98,28.94,94,argileux,sorgho,1
27.77,13.30,0.236,0.296,0.374,44.25,27.91,106,loam,maïs,1
28.13,1.16,0.160,0.240,0.304,0.00,27.05,74,loam,arachide,0
34.49,9.28,0.467,0.434,0.548,29.36,33.97,1,loam,maïs,2
36.76,33.90,0.149,0.183,0.289,43.49,36.90,48,loam,coton,0
31.11,6.11,0.806,0.877,0.700,31.09,28.26,40,loam,maïs,1
20.79,5.87,0.359,0.427,0.464,8.41,21.54,3,loam,arachide,1
31.49,2.20,0.034,0.010,0.196,39.13,31.38,18,sableux,arachide,0
34.88,2.96,0.689,0.701,0.630,0.00,35.36,41,argileux,arachide,1
29.92,19.74,0.526,0.529,0.532,74.09,30.83,25,loam,mil,1
25.96,15.29,0.612,0.514,0.656,38.75,28.43,57,sableux,mil,1
29.05,10.76,0.422,0.343,0.457,17.75,29.00,71,loam,mil,1
28.12,30.40,0.379,0.476,0.497,35.99,25.47,28,loam,riz,1
24.94,6.12,0.193,0.157,0.283,0.00,25.31,26,sableux,riz,0
32.09,55.32,0.419,0.400,0.468,21.78,31.31,18,loam,riz,1
23.10,43.29,0.800,0.856,0.734,88.89,21.06,46,sableux,riz,1
19.25,32.50,0.174,0.295,0.415,50.93,22.09,3,sableux,arachide,1
18.07,24.55,0.186,0.237,0.302,11.52,17.21,82,sableux,arachide,0
21.61,27.45,0.478,0.471,0.516,28.85,16.50,9,argileux,arachide,2
25.40,96.02,0.151,0.176,0.408,180.05,23.01,12,sableux,arachide,1
22.73,12.54,0.352,0.379,0.479,43.19,25.34,56,loam,sorgho,1
30.81,6.58,0.113,0.066,0.289,23.72,32.24,49,argileux,sorgho,0
27.20,45.48,0.336,0.422,0.519,45.14,28.66,65,argileux,arachide,1
31.19,23.87,0.266,0.296,0.386,6.99,29.80,59,argileux,riz,1
30.35,15.86,0.132,0.239,0.258,5.71,32.41,102,sableux,sorgho,0
35.97,26.34,0.271,0.199,0.381,59.35,36.99,119,argileux,arachide,1
27.21,30.55,0.684,0.631,0.586,33.35,25.68,79,argileux,maïs,1
18.65,1.28,0.031,0.053,0.183,0.00,19.36,90,argileux,arachide,0
12.55,0.63,0.236,0.093,0.332,20.48,10.19,93,sableux,maïs,0
20.91,17.55,0.645,0.641,0.620,52.33,21.75,59,loam,coton,1
22.89,35.73,0.348,0.264,0.392,44.81,24.69,27,sableux,maïs,1
26.83,3.30,0.476,0.418,0.508,42.35,26.31,86,argileux,maïs,1
19.04,115.27,0.266,0.280,0.424,132.62,19.86,30,loam,arachide,1
16.17,58.55,0.277,0.233,0.409,70.04,16.56,24,loam,riz,1
24.62,12.26,0.360,0.388,0.387,32.82,26.07,18,sableux,riz,0
34.33,54.64,0.422,0.383,0.528,73.22,38.99,114,argileux,coton,1
35.18,55.48,0.170,0.141,0.382,86.38,35.97,30,argileux,arachide,1
23.64,10.29,0.570,0.610,0.595,0.00,23.08,6,argileux,maïs,2
26.46,58.59,0.293,0.436,0.532,78.16,26.62,33,argileux,coton,1
25.95,42.00,0.383,0.521,0.485,40.77,28.61,31,argileux,riz,1
20.45,37.03,0.168,0.138,0.305,57.27,21.59,103,argileux,mil,1
30.51,5.19,0.154,0.084,0.280,9.45,31.62,67,argileux,riz,0
19.05,27.65,0.462,0.637,0.543,60.95,19.72,47,loam,sorgho,1
28.15,25.63,0.042,0.044,0.256,16.62,29.42,118,sableux,coton,0
33.37,2.80,0.052,0.043,0.239,15.07,32.92,113,loam,riz,0
28.38,9.96,0.211,0.181,0.226,18.18,30.80,59,loam,arachide,0
25.35,10.37,0.378,0.467,0.370,54.28,28.13,108,loam,sorgho,1
33.05,37.26,0.095,0.098,0.392,53.64,29.86,54,sableux,mil,1
24.09,5.67,0.351,0.352,0.342,37.69,22.94,119,argileux,riz,0
